Date,Persons,Average Sentiment,Text
"Monday, October 19, 1981",[],0.0,Had to go close on the building and we had to drink some champagne with the people.
"Monday, October 2, 1978",[],0.44999999999999996,Doug Christmas wants to show the Piss paintings in Paris after we go to Denmark so I will have to drink more water and make more. I can do two a day now and Fred told me to put two of them together that they look more interesting that way.
"Monday, October 20, 1986","[John Powers, Steve Aronson]",0.0642857142857143,"Stuart's flute was on the front page of USA Today but they did not use his name. It just said (laughs): ""Record Price Paid for Flute."" And he is funny he pretends he does not want publicity but then you can see he is so crushed when he does not get it. Like that story Steve Aronson wrote he is so excited about it but he still pretends not to be. John Powers called me from Japan and he is looking for an Elvis to buy. there is one coming up at auction and the reserve is so low. It says ""Three Elvises"" but I do not know if it is a really big one or just where the images overlap three times."
"Monday, October 21, 1985","[George Condo, Nick Rhodes]",-0.21851851851851853,"I called Keith and he could not come down but he invited us down he had George Condo the artist working there. Bruno's just signed him and it turns out this ""poor artist"" has a room under Nick Rhodes now at the Ritz Carlton-Bruno bought all of his paintings! Like 300 (cab $5)!"
"Monday, October 22, 1979","[Michael Edwards, Priscilla Presley]",-0.140625,Priscilla Presley came to the office and we interviewed her. Her boyfriend was with her Michael Edwards the model. She admitted she would never had caviar in all her years with Elvis because he hated fish and would have thrown her out of the house if he saw her eating any. God what a beauty. I wonder if she had her nose fixed though. It looked a little wider in the early pictures you see of her.
"Monday, October 22, 1984",[Princess Michael],0.048514159451659454,"Went to the new offices and met the construction person that Vincent and Fred are liking so much. I got mad at him when I heard that it was going to be $100000 for a terrace on the roof and I just said ""We want just a plain old roof."" And I laughed in his face when he told me it would be done by Christmas. Oh sure. I will have to think about this. Rupert said that his apartment was robbed so not to get upset if those unsigned prints start showing up at auction. But then the police called and said they would gotten some things back. Worked till 7:30. Cabbed home ($6) and glued then went to dinner at the Sacklers' on Park Avenue and it was for Princess Michael of Kent. And you were supposed to get there before she arrived but I was late. It was dinner for only eight people. And there was a lady stuck in the bathroom and everyone ignored her for half an hour and when she got out she accused Jill of hearing her and not doing anything and Jill said she had not but I mean J heard her so ..."
"Monday, October 24, 1983",[Barbara Hutton],0.020695970695970692,it is freezing and the heat's not coming up. And I am still having waterbug problems. I corner this one bug every night and then I can not bring myself to kill it. he is been eating my food for the past three years. I was reading the Barbara Hutton book and the best thing is she had servants wiping her ass. This is at the end when they are robbing her blind. And in the end she was so poor from all these people taking her money that she had to go and ask the people she would given gifts to if she could have them back-oh but wait. It could have just been the people working for her who decided to do it. I did not think of that ... I just keep worrying that I have made a mistake buying the 33rd Street building. Maybe we just should have bought it and turned it over right away. But it is the real estate key to that whole block because of the T shape. there is a truck coming on Friday to move some things out of 860.
"Monday, October 27, 1980","[Cary Grant, Diana Vreeland, Diane Lane, Diane Von Furstenberg, Jane Holzer, Lou Adler, Marjorie Copley, Richard Gere, Stuart Pivar]",0.10336256187062638,"Bob and I were talking about how hard it was to find Ten Straight Men and somebody said that that should be my next portfolio-ten men who have never had a homosexual experience. I had to meet Marjorie Copley who was having her picture taken for a portrait. Rupert was the makeup person. she is light her hair was in pigtails and she took them out and it went down to her ass she would just washed it and it smelled good. We had lunch. she is going to school. She was a science major but she was not smart enough and now she wants to do social sciences and I told her oh no. Bill looks great. The only thing we are still worried about is that she did fire all the people who worked for him. She did not seem pushy or tough like I expected though. She just did whatever I asked her to. She was nice. Jed bought the apartment right across the hall from Stuart Pivar's in the building on West 67th Street next to the Cafe des Artistes. he is going to use it as an office for his decorating business so his clients and all the workmen will not be tramping in and out of the house all day anymore so that'll be a relief. I called Jane Holzer. I said I would pick her up for the Diane Von Furstenberg party for Diana Vreeland. Worked till 8:00 then cabbed ($5.50) to pick Jane up at the Volney on 74th and Madison where she is got the penthouse with Rusty now. Jane's apartment is small but nice. Rusty answered the door and he is put on weight because I guess he spent the summer with his father Lenny but he is so charming. it is like listening to Cary Grant. He says ""Love to you Mommy."" Jane's now in investing and real estate and movies. So then cabbed to DVF's ($3). As soon as we got to the building Warren Beatty walked in behind us but when he saw us he went outside again he did not want to go into the same elevator. I told Jane he would come in and then gone out again and she said that if he would seen her he would not have done that. Right after we got upstairs Warren came in and he kissed Jane and I told him ""Oh Warren you are so mean you would not ride up with us"" and he said he was looking for someone he was supposed to meet downstairs. But he did not come in with anyone so ... He looked sexy but a little older and a little puffier-his hair's that Hollywood way you know that looks like a hat? Richard Gere was there and I introduced him to Jane and he said ""Oh Baby Jane you are a legend. I read about you in Popism."" Apollonia was there and 'man and a beautiful young girl named Diane Lane-I do not know if she was with Lou Adler or not."
"Monday, October 28, 1985","[Ann Marie, Chris Makos, Craig Nelson, Diana Vreeland, Sandy Gallin]",0.10956054910002277,"Puttered around went over to the West Side (cab $4). Got a free lesson on how to stand on my toes from this lady called Ann Marie who Dr. Li wants me to take lessons from on alignment $75 a lesson. But I just can not see it. she is fifty-five trying to look thirteen. Like me. it is just paying someone to care about you. Got a cab (cab $5.50 newspapers $2 phone $2). Went to the office. I was nervous about going down to the book signing at B. Dalton's on 8th Street and Sixth Avenue after what happened to Keith on Saturday. And I am having a very hard time sending that $10000 back to Sandy Gallin. I keep losing the address. Cabbed to B. Dalton's ($5). It was not a big shoving crowd it was orderly the whole time a long spaghetti line that lasted for two and a half hours and we sold 150 books and Craig Nelson from Harper & Row was acting like a star. Chris Makos came by and he was impressed with my popularity. And Christopher was looking at the America book and saying ""Oh God half these pictures were taken in Europe!"" (laughs) And he was so right! And it was so nice to hear him putting down Craig. I enjoyed it. And the book costs $16.95 and there was a 10 percent discount and one girl bought six copies and I had to sign long things for her like ""Dear Harry I hope you have a good season in the Adirondacks...."" I have been forgetting to say that the new ""Disco"" installation at Area has me and Diana Vreeland waiting to get into Studio 54. it is funny."
"Monday, October 29, 1979",[],-0.025,I have to do a portrait for the Whitney show so we thought since it is portraits I should do myself up in drag. It was Fred's idea. I have got to get Gigi in to do my makeup. And Ronnie's all nervous because he has an art show coming up downtown-he constructs cages as art now.
"Monday, October 29, 1984","[Ann Turkel, Kenny Scharf, Peter Wolf, Richard Harris, Steve Rubell]",0.05203222703222702,"This was the day of the New York marathon and it was hot and humid so the runners had a bad time. One man from France died-the first one to die in the marathon. And the girl who won was pooping in her pants she had diarrhea and they tried to brush over it but they said ""she is tugging at her pants again."" Kenny Scharf called and invited me out for a ride in his Cadillac that he drove here from LA and painted. Now he is got champagne glasses and monsters on it. He and Keith came along and the car looked like really something and the police were in back of them because they were just curious like everybody else. So we drove uptown to 90th Street and East River Drive to see the mural that Keith had done. it is like 2.5' wide X 200' long like three blocks long. He painted it white and sprayed little black and red figures but it would have been better just silver. It does not make the city look better really. Halston called and invited me to dinner at his house where Jack and Anjelica and Steve Rubell and Alana were going to be and Bianca and I said sure and watched TV and then at 9:00 walked over there. Ann Turkel who was married to Richard Harris was there. Bianca was kissing her boyfriend as if she were Jade or something in front of Alana who was talking about money settlements. These girls. it is so strange like over the hill talking about ""settlements."" Bianca was putting down Alana's house in L.A. and saying it was so trashy and in the worst taste and she and Alana almost had a fistfight. they are friends. And the big person at the party was Peter Wolf and I told him how all the girls were so crazy about him they love him in his music video. Dinner was good. Halston's hair is receding a little. His house does not have the flair that it had when Victor lived there."
"Monday, October 3, 1977","[Bob Weiner, Jackie Tonawanda, Margaux Hemingway, Peter Luger, Steve Pincus, Timothy Leary, William Morris]",0.08343434343434343,"Went to see Dr. Poster about my red eye and he said it was just a broken blood vessel to put hot compresses on it. But I forgot to. Catherine and I went over to Gleason's Gym to interview the girl boxer Jackie Tonawanda (cab $2.60). Lots of good-looking fighters went by. I asked about how you can own a fighter and Jackie said it would cost mostly to pay her because she would manage them and that would be $150 a week and then some more to rent a locker at Gleason's. Catherine fell in love with a 6' 5"" black fighter who was jumping rope. I tried to get her interested in a cute Irish kid but she said he was too ordinary-looking. Jackie was not too good an interview because I would mentioned something about a movie and that was all she would keep bringing up. she is ready to go to Japan and fight a 6'3"" Japanese-Irish girl. Then we cabbed up to the William Morris Agency ($3). We went up to the thirty-third floor. A guy there Steve Pincus had been calling the office a lot wanting me to come over and talk to them about representing me. The meeting was fun he had other guys in there and they were telling me they would get me American Express TV commercials and Broadway shows and starring roles in movies and Catherine got so impressed and God it was so boring you would think I had not heard all this for years going up to William Morris and then after the Big Meeting nothing happens. But I enjoyed going there. They were all married but they looked like closet queens. Catherine told me not to call her a ""rich bitch"" because it was undignified. So now I finally know what to call her. At dinner at Peter Luger's Steakhouse I told Diane de Beauvau who was with her boyfriend Pierre that when I was leaving the house it was on the radio or the TV that a five-year-old Patino girl had been kidnapped. Diane burst out crying hysterically and everybody turned on me and said I would spoiled the party. Stevie went to the phone and called the wire services to get the story and it was only a distant relative. But Diane was still hysterical and they were saying ""To cry is a good thing it brings out feeling"" and in the middle of all this the cute Irish waiter came over and told me that he had an Art Deco radio in his room-that he knew I collected them. Timothy Leary told about how in the early seventies Diane had chased him around Switzerland and sent him notes and letters and he said that it was actually Diane carrying on like that that got him locked up. He told me I was one of his most favorite people of always. Bob Weiner was there still researching his article on Steve and I am sure it is going to be so bad because 1) it is him writing it and 2) he did not pay any attention at dinner while all these great things were happening and with all these great people together-he said it was ""boring."" And every time Stevie would pick up a boy Bob would turn the other way. And then Stevie started rushing everybody-that is all he likes to do is rush to get someplace and then rush to leave. But Tim told him that for years-in prison-he would been rushed and told what to do and he was not going to rush anymore. Then we went to Elaine's. Stevie was too zonked to drive so Diane's boyfriend Pierre drove. First we had to stop at Stevie's house and he went in to get more Quaaludes or poppers or something I think. Margaux Hemingway was with us. Her marriage to the Wetson hamburger guy is splitting up and Tim was after her I guess. Then Stevie wanted to go to the Barefoot Boy and the Gilded Grape."
"Monday, October 31, 1977","[Dan Dorfman, Joe Armstrong, Nan Kempner]",-0.18025042087542087,"This week's New York has a big article about Stevie in it by Dan Dorfman. It said that he has $25 million and dirty fingernails-which is not true at all they are not dirty-and in it Stevie called Nan Kempner a ""pisser"" and Joe Armstrong the editor told me that she is already called up the magazine to ask ""what is a pisser?"" There was a Halloween party at Studio 54 Stevie kept giving me more drinks and then somebody shoved a Quaalude in my mouth and I was going to shove it to the side but it got stuck and then I drank vodka and it went down and that was a big mistake. My diamond choker was pinching my neck-I hate jewelry. How do ladies wear it? it is so uncomfortable. I went home by cab and got in around 6:30 somehow. My boyfriend Peter came up and found me with my boyfriend Danny so I introduced them as my boyfriends and that got them interested in each other so they went off together."
"Monday, October 4, 1982","[Bruno Bischofberger, Jean Michel Basquiat, Ronnie Cutrone, Steve Rubell]",-0.08032407407407406,"Down to meet Bruno Bischofberger (cab $7.50). He brought Jean Michel Basquiat with him. he is the kid who used the name ""Samo"" when he used to sit on the sidewalk in Greenwich Village and paint T-shirts and I would give him $10 here and there and send him up to Serendipity to try to sell the T-shirts there. He was just one of those kids who drove me crazy. he is black but some people say he is Puerto Rican so I do not know. And then Bruno discovered him and now he is on Easy Street. he is got a great loft on Christie Street. He was a middle-class Brooklyn kid-I mean he went to college and things-and he was trying to be like that painting in the Greenwich Village. And so had lunch for them and then I took a Polaroid and he went home and within two hours a painting was back still wet of him and me together. And I mean just getting to Christie Street must have taken an hour. He told me his assistant painted it. And by the way Ronnie Cutrone's art is selling like crazy too-Steve Rubell's brother just bought a Cutrone."
"Monday, October 5, 1981",[Ron Feldman],-0.2285714285714286,I had a fight on the phone with Ron Feldman he is so awful he did not want to take the whole series of Myths he only wanted to take the specific images that are selling the best and I thought he was just awful and I wound up yelling and I hate to yell on the phone.
"Monday, October 6, 1980","[Andre Oliver, Barbara Allen, Bill Paley, Bob Denison, Carolina Herrera, Catherine Oxenberg, China Machado, Francoise Gilot, Patrice Calmette, Pierre Cardin, Princess Elisabeth, Princess Polignac, Slim Keith]",0.10876813245234296,"Cornelia Guest came down. She was drinking and she is only fifteen but she is beautiful. Vincent was putting together a one-hour show from six hours and it looks great really professional. Don Munroe went off to a video conference in Nice. Worked till 5:30 (cab $7). Went home and glued myself and put on black tie. Went to C.Z. Guest's for drinks. A guy there told me ""We have someone in common."" He said that his family owned all the brandy and sherry in Spain and that in the sixties Nico was the girl in all their advertisements in all the posters and subways and magazines that she was famous all over Spain. He wanted to know where this beautiful girl was now and I said that it was a whole other person that he would never believe it that she was fat and a heroin addict. He wanted to see her and I said that if she was still playing at the Squat Theater we could go see her. C.Z. took the station wagon and drove us to the Met to the Cardin fashion show dinner. It was the longest fashion show in the world. I was so surprised I think he is kept every dress he ever made there were so many of them. I liked the show but the ladies were bored. I saw Bill Paley and Barbara Allen and Slim Keith. I wish I would taken pictures it was all the right people together. I thought the diamonds in the eyes of Sao's foxes were real but she said they were not. She asked where she could get an inexpensive ruby bracelet and I told her I would seen one for $42000. She said it was for a man and I guessed Patrice Calmette because that is who she is been seeing she is broken up with Naguib she said he made her too emotional. Bob Denison was there with his new girlfriend China Machado and I am going to do a million faux pas with her because I just know I will never recognize her. Catherine Oxenberg's mother Princess Elisabeth of Yugoslavia was there. she is beautiful and I knew it was her from the moment she opened her mouth they talk just alike the voice. She was wearing one of Carolina Herrera's dresses. And I talked to Paloma's mother Francoise Gilot. I talked orchids with C.Z. Her gardening column is syndicated in six newspapers now. I had a lot of fun. We were taking Sao home to the Carlyle we were outside getting a cab when Andre Oliver insisted we take his limo. I saw Pierre Cardin at the end and told him his show was great-I did like it because he would kept so many dresses from 1950-1980. Oh and the dinner was in the Temple of Dendur room and they gave everyone Temple of Dendur books and chocolate truffles and I squashed some truffles between the pages of a couple of the books and it looked like shit and Sao loved it. And a guy lost his book so I gave him mine and when he opens it it is going to look like shit. Sao had me autograph hers. We dropped Sao and then me and then Princess Polignac who does P.R. for Cardin and then Bob. Home around 12:30."
"Monday, October 7, 1985",[],0.125,"The woman in the stationery store said ""So you are a TV star."" She must have read something that said I was going to be on The Love Boat this Saturday. Bought newspapers ($2). They had stories about Rock Hudson that said there were two baseball stars in his life and (laughs) forty truck drivers."
"Monday, October 8, 1984",[Jean Michel Basquiat],0.07499999999999998,"Picked up Jean Michel Basquiat and he has people ringing his bell every fifteen seconds it reminded me of the old Factory. He says things like ""Listen man why do not you call before you come over."" A guy he would given fun drawings to once when he was needing a place to stay sold them now for a fortune-$ 5000 or something. So Jean Michel Basquiat's finding out how you have to be a business how it all stops being just fun and then you wonder What is art? Does it really come out of you or is it a product? it is complicated. Oh I forgot to say that Dr. Rossi's kid who is just out of Yale wants to do videos and so I am sending him to talk to Vincent. Dr. Rossi's the doctor that saved my life in '68 when I was shot."
"Monday, October 9, 1978",[Shirley Goldfarb],0.043402777777777776,-Paris Went to Loulou de la Falaise's party. Shirley Goldfarb was there and she is just beat her cancer. she is 106 again-she would been down to 78 pounds. She only lost a little bit of hair from the chemotherapy. she is back being just as obnoxious as ever and now that she is better people treat her badly again. Her husband was there. Wished I had a tape recorder to tape her. She was happy looking good. Loulou's got a duplex with a balcony. There was a birthday cake but I did not have any I was so involved with Shirley.
"Monday, September 11, 1978","[Delfina Rattazzi, Victor Bockris]",0.017045454545454544,"Rupert came over. Worked on some Fruits and ""landscapes"" and Jewelry. Catherine called from over at Viva she is nervous she was having lunch with Delfina Rattazzi who still works at Viking to try to pick her brain. Catherine was trying to find out how you find new writers. And today she is having lunch with Victor Bockris to try to pick his brain. So she is scraping the bottom of every barrel. Oh and I forgot to say that on Saturday my house shook. They bombed the Cuban embassy on 67th between Fifth and Madison and when I looked out the window across the street where the girl with the crewcut who works for YSL lives her boyfriend was leaning out the window and he was naked and good-looking."
"Monday, September 12, 1977","[Graham Sutherland, Nan Kempner]",0.0,-Paris-Venice The Air France flight to Venice took two hours and we took a boat taxi to the Danielli ($20). Checked in and then we went out for lunch at La Colomba ($25). Went by Autillo Codognato's jewelry shop. he is working on my show here with Doug Christmas. Ran into Nan Kempner. The show is Friday but the paintings are still in customs in Rome. While we were on the launch we saw Graham Sutherland signing prints.
"Monday, September 12, 1983","[Jean Michel Basquiat, Jean Stein, Peter Schjeldahl, Ted Berrigan]",0.03833333333333334,Jean Michel Basquiat was late and he had to go back downtown so he was missing his pedicure. So I went over there and took his appointment ($35). And Yanna's son came over from the School of Visual Arts around the corner he was cute he had blue eyes. Then Mrs. de Menil was having a party for the Lalanne guy who did the sheep-to-sit-on furniture in the sixties. it is French week at Bloomingdale's. When we got there I said to Mrs. de Menil that gee she was a great-grandmother-Tiya just had a baby-and I guess I should not have said that because she can not face it but what I meant was that she looks so beautiful much better than her kids. I talked to Peter Schjeldahl the art critic who I know hates me but I was working hard for him to like me so we talked about Ted Berrigan dying from diet pills and Coke-the soda. He just would not stop drinking it and it ate out his stomach. And Jean Stein was there and I guess Peter believed everything in Edie. Then left there and Benjamin walked me home.
"Monday, September 15, 1980","[Ed Hayes, Edmund Gaultney, Eunice Shriver, Ron Feldman, Tommy Pashun]",0.1111111111111111,"Cab to the Jewish Museum where Time magazine was taking photographs of me ($3.10). it is the same photographer that is been photographing me for years. Ron Feldman was there. Eunice Shriver had called in the morning and said she wanted to come in to see the Modern Madonnas that I told her about and I invited her for lunch but then later she cancelled. The place was busy everyone was running around. One of those boys from Las Vegas that Edmund Gaultney brought by decided to have his portrait done. We could not find anyone to do makeup though so I did the makeup myself and I guess I can actually do makeup it came out pretty good. The boy was really suntanned I put on white. Went downtown to Dr. Giller's birthday party. It was the pretty people everyone we knew. Rupert crashed and when Rupert crashes he stands there in bright red and smiles. Tommy Pashun was there. And a defense lawyer named Ed Hayes who looked like he was from Laverne and Shirley like a plant that people invite to parties to wear funny clothes and jump around and make things ""kooky."" Sort of forties clothes really crewcut about twenty-nine. He said ""I can get ya outta anything."""
"Monday, September 15, 1986","[Blake Edwards, Frank Sinatra, Gerry Grinberg, Tony Bennett]",0.013446969696969688,"I think Time probably wants a painting of Gotti but I did a collage because I think it will look more interesting more abstract. But they probably will not like it they will probably say they wanted a canvas. Gerry Grinberg from North American Watches does not like my design idea of hanging lots of the same watch faces off of one bracelet. You know ""multiples"" like my paintings. He says men would not buy that. They just want one watch face on a band. My tuxedo has moth holes in it. Now they are in that closet too but I do not want to take the clothes out of there and risk maybe spreading the larvae around. I will have to do a big vacuuming. Went to a screening at the Coronet of the new Blake Edwards movie. Behind us was Tony Bennett with his art teacher. Tony said he is doing a portrait of Frank Sinatra."
"Monday, September 16, 1985","[Laura Ashley, Lord Jermyn, Mick Jagger]",0.20515357658214803,"Fred's going off to L.A. because the building on Doheny fell through they could not get the zoning changed. And the new issue of Interview came out with the Schwarzenegger cover which I love it has the comic-book look. And the whole issue I like. It looks the way Vanity Fair should look. Just the right amount of odd things. Laura Ashley died after falling down her daughter's stone steps. But she never advertised. I was just thinking about these English people who just take take take and never do anything for you. We never got a thing from Fred's best friend Lord Jermyn. But you know those Mick Jagger prints that the Heskeths were going to dump on the market? It worked out well-we bought them back and now they are the most popular after the Marilyns so that was a good thing. Paige had people for lunch and I was looking at their jewelry and thinking it was costume and they were telling me how much it was and I was saying (laughs) ""Gee that is like what the real stuff costs."" And actually it was real. And Gael took the Jewish holiday off although she is told me she is Catholic and then once she said Episcopalian."
"Monday, September 17, 1979","[Adela Holzer, Gael Malkenson, Jack Kroll, Paulette Goddard]",0.06004464285714285,"Cab to Union Square ($4). There was a lunch for Jack Kroll from Newsweek and I had invited two friends of his too one who made a movie that Jack liked called Anti-Clock and I did not know if the girl was his girlfriend or if she did P.R. it is a small movie an art movie. They told me ""it is your kind of movie"" (laughs) so you can imagine what it is like. Bob told me the reason he is after Newsweek is so they will do a cover story on me but I do not want one. I mean what are they going to say? Reporters will just rehash. ""He lives on the Upper East Side with two dachshunds and he is a sometimes walking-stick for Paulette Goddard."" Well maybe they will feel the same way I do too that it is too boring. I mean you have to do something different like get married and have a couple of kids or take a few drugs or lose a few hundred pounds or die to be good copy. Dropped Rupert and Bob ($4) and went home and got into black tie. Robyn's mother Mrs. Amory invited me to the Cancer dance. I invited Gael Malkenson. I went over to Gael's and she was in a bright green dress. We had a drink there. Her boyfriend is out of town. He works at a cheese company and she is gotten fat because he brings home all this cheese. Cabbed to Lincoln Center ($2.50). They had an orchestra and all the old bags were out on the floor doing the foxtrot and there is always that one seventy-five or eighty-year-old lady who gets out there and is the first to start really jumping. These old bags still want men to go to bed with them. They look like the ladies at Bonnie & Clyde that dyke bar downtown where every table it is women who look like anybody's mother. The Gilmans were there they are now best friends with Robyn's mother they have a house next to her in Tuxedo Park. And I asked Sondra whatever happened to Adela Holzer and she said ""My dear you will not believe it she is been staying with me at my house for eight months and she is going to come out of court victorious."" that is a good friend I guess. But then if she is such a good friend why did she let her sit in jail for four days? The raffle was a trip to Milan. Why would someone want to go to Milan? Gael and I spent the night talking about the magazine and Robyn and I tried to get her to dish Bob but she said she would not talk about her boss she just said she goes to the other side of the room when he screams."
"Monday, September 17, 1984","[Carl Fischer, Jean Michel Basquiat, Kaye Ballard, Nick Rhodes, Peter Max, Truman Capote]",0.0469195632798574,"Vincent picked up the small Truman Capote portraits that I would done for New York. When they saw them they said they would thought I was going to do something new but I would done them my usual way because that is what I thought they wanted. they are going to pay a user's fee. But I do not know about these low prices I get when I do stuff for magazines because I think of the time Carl Fischer took my picture for the New York cover for the Philosophy book-I mean he had a whole set built and then he had eight assistants or something so look how much they probably spent on that. So I got all worked up thinking about how cheaply I work and it made me call Vogue and ask them where the money they owe me was. Keith told me that he rented a store for $1500 across from the Puck Building. So I guess he is a little like Peter Max. But then Peter Max never did get in the good art collections that Keith's in. And he said he will not sell his stuff to any other store it will just be in his own store. And Nick Rhodes buys art but he does not listen to anybody and I told him that it is stupid not to that it is just like buying stocks. But he said ""I just buy what I like."" And I remember Kaye Ballard saying the same thing when she bought pictures twenty or thirty years ago and then could not even get back what she paid for them. And Bruno had called earlier. These combined paintings of Jean Michel Basquiat and me and Clemente that he said were ""just a curiosity that nobody would want to buy"" that he paid $20000 for like fifteen pictures for he is now selling for $40000 or $60000 apiece! Yes! And I have a funny feeling that he is actually giving Clemente more because I can not see him doing this for this little. And I should get more because I bring up the prices ... oh but well Jean Michel Basquiat got me into painting differently so that is a good thing."
"Monday, September 18, 1978",[],0.025,Got up early. Slept with my clothes on so I would not get bitten by fleas. I have about forty bites all over me and they came on different days you can tell by when they disappear. We have not heard from Doug Christmas and if he does not pay us I am not going to California tomorrow.
"Monday, September 19, 1977","[Alana Hamilton, Chris Makos, Diana Vreeland, Doc Cox, Estee Lauder, Fred Hughes, Jack Nicklaus, Kevin Farley, Marina Schiano, Marvin Gaye, Mick Flick, Pat Cleveland, Peter Beard, Peter Duchin, Richard Weisman, Sandra Weidenfeld, Shirley Bassey, Sterling St. Jacques, Stevie Rubell]",0.02625125125125125,"Went to see Dr. Poster (cab $2.50) because when I plugged in my contact lens cleaning machine in Paris it was the wrong voltage and it blew out. Richard Weisman was coming to the office at 2:30. When he arrived he said I had to go to Columbus tomorrow to take pictures of Jack Nicklaus. Richard and Fred had a meeting about the series of sports-star portraits Richard commissioned and I wished I would stayed in the meeting longer because after I left they decided there would be the show in December of the ten Athletes portraits we finally settle on to exhibit and I think January would be much better. Chris Makos came by and gave me a copy of White Trash his book of photos and it looked good he did a good job. Left the office early. Doc Cox said he was picking me up in his Rolls Royce and I cringed because I just hate to be seen in that car. But he arrived in a cab and I was secretly thrilled when he told me the Rolls had broken down. But I changed my mind when we arrived at the Folk Art Museum because there were photographers all over and actually for once the car would have been a big hit because just getting out of a crummy taxi was a bomb. Ultra Violet was there and now thinking about it she must have had a facelift. She looked like the first day I met her really great. Really really great. She was wearing a dress with gold coins pinned to it and she was selling them. She already sold the good American ones. I think she got the idea of owning gold coins from me in the days when she thought that whatever I did must be really smart. We went over to the Four Seasons. There were cocktails in the lobby before dinner. I was seated in between Sandra Weidenfeld and Estee Lauder. Estee was really nice she would put perfume on the table for free samples. Peter Duchin's orchestra was playing. Marina Schiano did not like the end of the table she was at-she was upset she was not with Fred Diana Vreeland and Diane de Beauvau-and she said that for $100 she should be able to sit next to her husband Mr. Hughes. [Marina was married to Fred Hughes for a few years although they maintained separate residences.] She went over to Bob who was at another table having a miserable time and told him that she was going home-this is 10:15-and to pick her up for the Studio 54 party in about an hour. She said that she could have been out with Marvin Gaye instead of at this thing. Doc Cox was really drunk drooling over Bob's Kevin. Kevin Farley. I signed things for people and felt bad because they were my friends and I went blank and could not remember their names-people I would known for twenty years who gave me my first job. And then afterwards Alana Hamilton was giving a birthday party for Mick Flick at Studio 54. I was so happy to go to a big fun party after that horrible dinner (cab $2.50). Peter Beard was at Studio 54 and for the first time I saw him so drunk that his words were slurring. He told me he was glad after the Montauk fire burned his mill-house down that he would not be doing diaries anymore that he was actually relieved they would all been destroyed. I told him not to be relieved that he had to do more. Sterling St. Jacques was there he said he has a part in The Wiz-he and Pat Cleveland have broken up. He brought me over to Shirley Bassey and she seemed thrilled to meet me. Stevie Rubell was nice to me and kept bringing me vodkas but the vodka there is the cheapest and I hide it. But when Bob came over it was just what he drinks so I gave it to him but Kevin shook his finger and said that it was a ""no-no""-he does not want Bob to drink. it is so sick Bob letting himself be henpecked."
"Monday, September 20, 1982","[Faye Dunaway, Lana Turner]",0.009375000000000008,"It was a busy day but I left early to catch Lana Turner at Bloomingdale's ($8). Bought one of her books ($16). Then went up to her and she said ""I do not think I want to talk to you I have taken you out of my prayers you said I was better when I had not found God so now I pray for you- badly."" So I think it was something I said in the Faye Dunaway interview in Interview I guess she read it. And I did not know what to do I was a nervous wreck I said ""Oh no Lana you have got to pray for me please put me back in your prayers!"" And I said ""Oh will not you please autograph your book to me?"" And so she finally did and wrote ""To a Friend"" with a question mark and then ""God Bless You"" with another question mark. And Lana and her fairy hairdresser and I were all there with the same hair."
"Monday, September 22, 1980",[Raquel Welch],0.11409932659932658,Raquel Welch's secretary called and said that Raquel would like to change our lunch from 1:30 to 1:00 so I stayed uptown then walked to Quo Vadis. Raquel was a half-hour late anyway she did not get there till 1:30. She looks great for forty. Her new husband is some French film producer. Raquel is sweet now that she is come down a little in the world.
"Monday, September 22, 1986","[Bobby De Niro, Diana Ross, Doug Cramer, John Travolta, Liza Minnelli, Martin Scorsese, Richard Weisman, Shirlee Fonda]",-0.012500000000000002,"Tony picked me up and we went to the Liza Minnelli memorial for her father at MOMA (cab $4). Stood in the back next to Bobby De Niro but I did not recognize him with a ponytail. Doug Cramer who gave me the job on Love Boat was there and he said that when I go to L.A. on December third that Shirlee Fonda would give a party for me and I do not know anything about this trip and I have a feeling it conflicts with something. I guess the whole place there was filled with movie stars but they look so different in the morning. Martin Scorsese made a speech and they showed clips from The Pirate with Judy and Some Came Running and it was just great. Read in the papers about the woman who fell nineteen floors down an elevator shaft and it turns out she would come to one of Paige's advertising lunches at the office. She worked for Chanel. She was in the elevator with her husband and another couple and it got stuck and there was nobody around so she crawled up and she fell. Can you imagine how horrible it was being in the car and knowing she was falling? And Sam's still mad at me so to teach him a lesson and make him feel he was missing out on so much glamour by being mad when I got to the office I had Wilfredo write in my date book for every night this week: ""John Travolta ... Diana Ross ... Warren Beatty"" but he did it all in the same handwriting he was not clever enough to vary it so I guess Sam will realize it is a fake. Because see Sam always checks my book and when he sees I am doing something glamorous that night he plays it goody-goody all day so I will invite him. My nephew Don and his friend David were around working on the computer things at Interview. I do not know if they really know what they are doing or not. And then Donald says he is not sure he wants to go into business with David that he is kind of hard to be with-I am letting them stay in that apartment I own downtown on Hanover Square the one Richard Weisman said was a good investment to buy when it went co-op."
"Monday, September 23, 1985","[Jon Gould, Sam Bolton, Sandy Gallin]",0.12363636363636363,"Benjamin passed out Interviews while I saw Dr. Li. She told me she would talked to Jon Gould and that he said he had a $100 million production deal-that that South African crystal guy is giving him $50 million and that Paramount will match it. Got a note from Sandy Gallin saying ""Thanks for being so patient."" And I have no idea what that means. And Fred does not want me spoiling his new secretary from Newport Sam Bolton by taking him places but he is a good kid to go around to movies with."
